,"REGION_NAME","REGION_ID","MOH_NAME",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
67,,,"Induruwa",2,5,0,4,3,4,0,1,4,3,0,1,0,0,0,0,1,0,1,1,1,0,0,3,3,2,0,3,0,7,0,0,2,0,1,0,0,1,3,0,0,5,0,1,0,2,1,1,5,0,2,6,79
292,"INGIRIYA",107,"Ingiriya",1,2,2,1,0,4,1,2,2,0,0,1,1,3,1,0,0,2,1,1,0,3,2,4,3,3,3,5,4,1,1,9,0,3,2,2,1,1,4,1,1,1,4,0,1,1,1,3,1,1,0,3,94
16,"IPALOGAMA",108,"Ipalogama",0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,20
296,"IRAKKAMAM",109,"Irakkamam",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,"JA-ELA",110,"Ja ela",8,20,6,11,5,0,5,8,8,5,7,3,3,5,4,1,4,4,10,1,7,6,9,5,4,7,6,12,8,21,6,9,5,13,6,17,18,11,20,35,23,19,28,26,44,22,58,31,42,24,37,10,707
4,"KADUWELA",112,"Kaduwela",27,13,14,20,16,3,1,6,4,0,3,2,6,6,0,1,4,8,1,5,4,11,9,7,9,12,12,9,9,7,5,7,8,1,6,5,7,8,4,5,1,8,5,6,5,14,2,5,10,4,13,6,364
104,"KAHATAGASDIGILIYA",113,"Kahatagasd",0,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16
175,"KAHAWATHTHA",115,"Kahawaththa",0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,6,2,1,5,6,4,3,10,3,6,1,3,0,2,3,0,2,0,1,1,0,1,0,2,0,2,0,1,2,1,1,2,78
141,"KALAWANA",116,"Kalawana",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,6,2,1,0,6,3,0,3,2,1,3,0,0,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,45
260,,,"Kalmunai",4,0,3,1,0,0,0,0,0,0,6,0,3,1,0,0,0,1,0,0,0,1,1,1,2,3,0,0,0,0,3,0,0,5,0,4,0,2,0,0,1,0,0,0,0,1,0,4,0,1,0,0,48
7,"Kalpitiya",119,"Kalpitiya",0,0,1,1,1,1,0,1,1,3,6,3,1,4,1,0,0,0,0,0,1,4,1,2,4,2,6,4,1,1,12,2,0,9,1,3,0,0,1,0,2,5,0,5,1,5,3,2,10,5,4,0,120
1,"KALUTARA",120,"Kalutara(North)",10,11,0,5,4,7,2,2,4,3,4,3,3,1,0,0,3,4,4,1,3,9,4,9,3,14,10,8,11,12,8,4,5,8,7,4,6,2,4,3,4,4,1,6,7,2,8,3,2,9,5,5,261
238,"KALUWANCHIKUDY",121,"Kaluvanchikudi",2,0,1,2,2,1,5,4,2,3,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,3,1,4,14,9,11,12,13,3,111
171,"KAMBURUPITIYA",122,"Kamburupitiya",0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0,1,0,0,2,0,1,0,0,0,1,2,0,1,2,0,0,0,0,2,0,1,0,0,0,26
92,"Kandaketiya",123,"Kandaketiy",0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,16
110,"KANDAWALAI",124,"Kandavalai",0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,14
294,"KANTHALE",126,"Kantale",1,3,0,0,1,0,0,0,0,0,0,0,2,0,3,0,5,0,2,0,0,2,2,0,1,1,0,0,3,0,0,1,4,0,0,2,1,0,0,0,0,4,1,0,0,1,2,1,0,0,0,0,43
263,"KARAITHIVU",127,"Karaitvu",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
223,"KARANDENIYA",128,"Karandeniya",6,2,8,2,0,1,0,0,1,1,0,7,3,0,2,0,0,0,0,1,0,3,0,4,4,0,2,0,8,2,6,2,4,2,0,1,0,2,2,2,0,1,1,0,0,1,0,1,1,1,0,1,85
36,"KARAVEDDY",129,"Karaveddy",5,2,2,0,0,0,1,0,1,0,1,1,1,2,2,0,0,0,0,0,2,2,6,0,13,2,19,9,6,3,1,2,1,1,0,0,0,1,0,3,1,5,1,3,1,2,10,8,6,5,7,2,140
9,"Karuwalagaswewa",130,"Karuwalaga",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,17
105,"KATANA",131,"Katana",3,7,2,2,4,4,2,2,3,1,1,0,0,0,1,0,2,5,4,2,4,6,3,3,4,9,4,10,6,9,7,1,0,2,4,0,13,1,9,9,11,8,7,19,5,26,15,21,18,11,7,0,297
234,"Kataragama",132,"Kataragama",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
46,"KATTANKUDY",133,"Kattankudy",0,1,0,1,2,2,0,6,5,2,1,3,4,2,7,3,5,5,1,2,1,3,1,0,3,4,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3,1,10,87
96,"KATUWANA",135,"Katuwana",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,4,4,3,1,1,0,1,1,1,0,0,0,2,2,2,0,0,1,0,0,0,1,0,2,3,0,38
279,"KAYTS",136,"Kayts",1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,1,2,0,1,0,0,0,0,2,0,2,1,0,0,1,0,1,0,3,1,1,0,1,1,33
103,"KEBITHIGOLLEWA",137,"Kebithigol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"KEGALLE",138,"Kegalle",3,0,0,2,0,1,0,2,3,3,2,1,4,1,0,2,3,0,1,2,6,10,14,4,11,9,8,9,8,10,0,8,8,1,2,1,1,1,3,5,0,5,3,5,8,9,12,7,7,9,3,3,220
246,"KEKIRAWA",139,"Kekirawa(P",0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,2,2,0,4,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,3,1,2,1,0,1,2,37
41,"KELANIYA",140,"Kelaniya",1,7,5,5,11,4,1,2,0,2,3,3,0,2,3,0,67,35,26,37,64,115,55,71,56,78,44,22,30,21,29,11,4,13,4,5,7,17,23,24,32,21,13,19,17,26,22,16,21,21,17,30,1162
203,"KILINOCHCHI",141,"Kilinochchi",0,3,1,0,0,3,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,1,5,3,0,3,41
256,"KINNIYA",142,"Kinniya",0,0,2,1,1,3,2,1,3,5,7,1,9,6,12,0,8,13,20,7,10,6,4,11,8,5,4,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,2,3,6,8,5,8,4,4,1,197
11,"KIRAN",1,"Kiran",0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14
293,"KIRIELLA",143,"Kiriella",0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,6,12,10,9,3,3,9,1,5,1,2,0,3,2,0,0,1,4,1,2,2,1,1,0,0,1,1,0,0,1,96
249,"KIRINDA PUHULWELLA",144,"Kirinda-Puhulwella",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,0,2,2,1,1,1,0,2,0,0,0,2,0,1,2,0,0,1,0,2,2,0,1,1,1,0,31
258,"Kobeigane",145,"Kobeigane",0,3,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,3,1,2,0,1,2,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,34
70,"KOLONNAWA",147,"Kollonnawa",37,14,38,23,16,7,10,32,30,33,16,31,2,11,19,1,30,33,41,31,60,118,79,46,89,140,62,127,100,80,28,60,37,15,10,20,19,13,31,15,44,6,18,29,30,39,22,55,47,32,43,41,2010
197,"KOLONNA",146,"Kolonna",1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,3,3,4,3,2,5,0,39
35,"KOPAY",148,"Kopay",5,3,0,2,5,1,6,3,3,6,2,3,1,4,1,2,4,1,1,2,0,2,1,1,0,2,4,3,5,2,4,6,2,3,0,5,2,1,3,3,5,5,8,7,7,11,9,18,18,28,11,19,250
40,"KOTAGALA",150,"Kotagala",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,2,1,1,0,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,25
137,"KOTAPOLA",151,"Kotapola",1,0,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,5,3,1,1,0,2,1,1,0,0,1,1,0,1,0,0,1,0,1,0,4,0,2,40
48,"Kotawehera",152,"Kotavehara",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,2,0,0,1,3,1,1,1,0,0,1,1,2,0,1,26
38,"KOTHMALE",153,"Kothmale",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,0,2,2,2,2,0,0,3,0,0,0,1,0,0,1,0,0,3,1,0,0,0,2,0,0,3,36
218,"PITAKOTTE",251,"Kotte",4,3,10,1,4,6,2,5,4,1,2,3,3,0,0,1,5,7,3,1,6,10,11,12,4,4,25,11,2,10,9,6,4,6,6,2,6,6,13,5,11,3,3,19,9,8,13,16,2,11,12,11,341
32,"KUCHCHAVELI",154,"Kuchchaveli",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7
247,,,"Kuliyapitiya",4,4,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,2,3,2,0,3,6,3,3,0,0,1,6,1,1,3,2,3,1,5,6,6,2,5,5,1,3,95
277,,,"Kundasale",1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,3,4,0,2,2,0,5,6,1,0,2,3,3,4,2,5,4,3,2,1,5,2,3,2,10,1,1,3,2,3,7,101
307,"KUNDASALE",156,"Kurunduwatta",0,1,1,0,0,1,1,0,0,0,1,0,1,0,3,1,2,1,1,0,4,5,2,8,6,5,1,2,4,2,3,4,3,2,4,1,4,0,3,2,1,6,6,1,2,3,3,6,6,2,3,2,120
207,"Kurunegala",157,"Kurunegala",1,1,4,0,2,2,1,2,1,8,2,5,3,0,3,1,1,1,3,1,1,3,3,6,10,7,7,7,2,1,2,2,5,2,3,2,0,6,4,3,4,4,12,9,2,4,11,13,10,9,15,6,217
271,"KURUWITA",158,"Kuruwita",3,1,3,3,1,1,1,2,1,1,3,0,0,1,3,0,2,2,0,4,9,27,15,37,33,20,14,14,10,7,5,14,5,14,2,6,4,5,6,4,0,2,4,3,5,4,11,1,0,7,0,2,322
85,"LAGGALA-PALLEGAMA",159,"Laggala-(pallegama)",0,0,0,0,1,0,5,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,16
98,"LAHUGALA",160,"Lahugala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"LANKAPURA",161,"Lankapura",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,3,0,0,0,1,0,0,0,2,0,2,0,0,19
313,"LINDULA",162,"Lindula(Th",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,9
188,,,"Lunugala",0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16
128,"LUNUGAMVEHERA",164,"Lunugamvehera",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,5,0,20
59,"MADHU",165,"Madhu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6
139,"MADURAWALA",167,"Madurawala",0,2,0,1,1,3,3,1,1,1,1,1,1,2,1,1,1,0,0,0,2,2,1,3,2,4,1,2,3,1,0,1,0,0,1,0,0,2,2,0,2,2,1,1,3,2,3,1,1,1,3,0,68
54,"MAHAOYA",168,"Maha-Oya",0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9
112,"MAHARA",169,"Mahara",4,9,9,11,7,2,0,6,3,8,5,5,6,5,2,9,11,7,6,11,14,11,8,9,36,33,21,14,12,11,4,3,6,5,16,10,11,5,14,10,13,3,10,5,3,17,17,17,10,13,5,7,499
33,"MAHARAGAMA",170,"Maharagama",5,17,21,14,9,5,8,6,12,2,4,5,3,7,6,3,24,21,20,41,55,35,71,37,35,39,33,15,45,28,13,30,12,12,10,2,8,6,7,11,3,24,4,3,25,19,5,22,29,6,17,12,906
290,"Mahawewa",172,"Mahawewa",0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,2,2,0,3,1,0,2,1,0,0,0,1,0,0,1,0,0,0,1,9,7,5,2,9,8,66
55,"Mahiyanganaya",173,"Mahiyangan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,10
243,,,"Maho",1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,5,3,1,3,1,0,0,2,0,1,0,1,1,1,0,2,0,0,1,0,1,4,1,3,1,2,0,46
5,"MALIMBADA",174,"Malimboda",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,2,0,0,1,0,4,1,2,1,0,0,0,2,0,1,1,3,0,0,3,0,2,31
312,,,"Mallawapitiya",1,2,1,0,2,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,1,2,5,8,2,5,2,1,1,6,4,7,1,1,2,2,0,4,0,1,2,1,0,4,4,1,4,5,12,4,3,4,111
301,,,"Manikhinna",1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,1,4,0,4,3,2,2,6,2,0,0,1,2,0,3,0,1,1,1,1,5,3,2,4,2,3,3,9,6,4,5,88
154,"MANNAR TOWN",177,"Mannar",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,7,7,4,0,4,3,2,1,0,3,3,5,8,12,14,11,12,13,9,15,27,15,37,25,16,18,12,17,305
306,,,"Marawila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"MASKELIYA",180,"Maskeliya",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,10
123,,,"Matale",0,0,2,0,2,0,2,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,3,1,2,3,1,7,4,4,1,1,0,0,2,0,0,1,1,0,0,4,6,0,0,2,2,3,1,0,63
125,"MATHURATA",186,"Mathurata",1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,24
68,"MATHUGAMA",185,"Matugama",3,0,4,5,1,5,4,5,3,4,1,1,1,0,3,3,5,4,2,1,5,14,9,7,15,3,5,13,6,6,5,3,2,5,2,6,2,1,2,2,2,3,0,1,2,9,1,2,2,3,2,1,196
206,"MAWANELLA",187,"Mawanella",1,6,0,2,1,0,3,1,1,0,1,3,1,2,3,0,4,0,3,2,1,7,6,5,18,7,8,5,7,4,3,5,8,5,3,0,2,1,5,0,9,5,4,10,3,2,15,5,7,3,7,6,210
270,"Mawathagama",188,"Mawathagama",1,1,1,0,2,4,1,1,1,1,1,1,2,2,1,1,0,0,0,1,0,0,0,2,2,5,1,2,1,3,0,1,6,1,2,1,3,5,10,12,16,4,13,7,21,10,8,8,10,10,9,1,196
69,"CMC",52,"MC - Colombo",100,95,87,64,74,55,43,84,40,53,28,36,17,35,36,13,61,36,42,23,91,98,92,128,93,122,80,119,95,72,58,57,40,44,34,49,48,51,53,59,53,58,68,81,79,133,91,128,104,110,125,83,3618
58,,,"MC - Dambulla",1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,16
299,"NEGAMBO",213,"MC- Negambo",18,15,7,13,14,14,10,6,9,12,1,10,4,12,12,3,8,11,2,7,14,28,14,11,7,5,3,16,11,6,11,6,13,28,7,8,7,9,20,17,15,27,19,27,58,64,67,56,72,44,66,51,995
162,"GALLE FOUR GRAVETS",79,"MC-Galle",2,6,1,4,1,1,3,0,1,5,7,2,1,0,1,0,0,1,0,1,4,3,3,9,4,8,9,11,6,4,1,3,8,0,0,0,8,0,5,3,4,2,0,15,4,2,3,4,5,0,12,5,182
185,"JAFFNA",111,"MC-Jaffna",5,8,1,14,6,2,4,13,2,4,3,4,1,2,5,2,2,2,4,4,0,6,0,6,0,3,0,0,7,3,0,4,8,8,7,6,11,6,4,9,7,6,2,16,7,16,21,32,22,21,33,38,397
99,,,"MC-Kandy",1,3,3,1,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,5,3,6,3,1,2,2,2,4,1,3,7,4,5,6,5,6,5,9,6,11,6,17,7,9,16,39,21,14,8,12,12,271
295,"Kurunegala",157,"MC-Kurunegala",1,0,0,0,2,0,2,1,1,2,2,5,0,1,1,0,0,1,0,0,0,1,1,7,2,2,1,5,6,5,3,0,1,2,2,3,0,3,1,4,2,9,5,9,6,4,6,8,11,6,1,2,137
25,"MATALE",182,"MC-Matale",2,0,0,1,0,2,1,2,0,0,0,3,0,0,3,0,1,0,2,1,1,0,0,0,4,1,2,5,9,2,0,3,4,0,0,5,0,5,0,3,2,6,8,10,6,19,4,20,12,7,4,4,164
288,"MATARA MC",183,"MC-Matara",5,1,0,2,1,1,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,3,1,7,1,2,3,1,2,5,1,2,7,5,4,3,4,0,8,0,10,0,6,0,7,8,6,1,3,119
124,"NUWARA ELIYA MC",222,"MC-Nuwaraeliya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
315,"RATNAPURA-MC",268,"Medadumbara",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,5,1,0,6,2,2,2,2,3,0,2,0,1,2,0,6,1,0,2,0,2,0,1,3,2,7,6,0,0,3,0,69
274,"MEDADUMBARA",189,"Medagama",0,0,1,2,0,1,0,0,1,1,3,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,0,1,1,0,1,30
236,"MEDAWACHCHIYA",190,"Medawachch",0,0,3,2,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,3,2,1,0,2,3,1,40
217,"MEDIRIGIRIYA",191,"Medirigiriya",5,6,7,2,3,3,3,2,5,3,5,3,5,4,1,5,8,1,1,0,3,1,4,4,0,8,7,3,4,2,3,1,2,2,1,7,5,1,2,0,5,0,1,1,2,0,6,3,6,4,5,2,167
118,"Meegahakivula",192,"Meegahakiv",2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,0,2,1,0,1,1,2,0,2,0,2,2,0,1,2,1,32
131,"MENIKHINNA",193,"Meerigama",7,7,1,6,4,1,13,1,0,2,4,1,3,4,2,0,5,5,4,15,22,8,6,2,14,26,6,15,11,5,7,15,10,6,1,4,12,10,3,2,4,8,0,5,2,6,15,4,2,8,2,1,327
181,"MIHINTALE",194,"Mihintale",0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,2,0,1,1,0,22
120,"MINUWANGODA",196,"Minuwangoda",1,6,14,18,17,5,8,0,1,0,0,6,0,1,1,0,8,1,9,5,5,30,9,24,23,23,12,25,17,9,18,11,3,11,14,8,4,6,10,9,10,10,9,22,11,11,19,19,19,13,19,0,534
130,"Monaragala",198,"Monaragala",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,5,2,0,1,2,0,0,0,0,0,1,1,3,0,0,0,3,0,2,1,1,2,0,0,37
254,"MORATUWA",199,"Moratuwa",18,19,39,22,17,18,14,9,8,9,2,3,8,6,9,0,15,9,11,12,41,28,31,62,104,26,58,41,41,41,18,10,18,10,8,6,6,6,10,5,2,8,24,4,12,38,24,15,14,16,19,16,1010
136,,,"Morawaka",0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,18
170,"MULATIYANA",200,"Mulatiyana",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,3,0,1,1,2,1,0,0,1,0,2,2,0,28
231,"MULLAITIVU",201,"Mullativu",2,0,2,1,1,5,0,0,0,1,0,4,3,1,0,0,2,1,1,0,1,1,0,0,2,5,1,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,2,0,4,3,5,1,1,60
310,"Mundalama",202,"Mundel",0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,1,1,7,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,2,35
215,"MUSALAI",203,"Musali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,6
13,"MUTHUR",204,"Mutur",5,6,3,10,2,4,2,3,9,8,7,8,3,6,10,38,10,13,5,3,4,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,2,2,2,1,8,3,8,2,200
186,"NALLUR",206,"Nallur",9,4,2,4,2,4,3,0,0,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,1,3,1,2,1,5,3,6,5,4,11,2,6,2,0,3,3,6,4,8,14,8,8,18,8,12,13,192
250,"Narammala",208,"Narammala",2,1,0,0,4,3,1,1,1,3,1,0,0,2,0,0,0,0,1,1,2,0,1,6,6,2,3,6,4,4,6,5,7,3,2,5,7,3,5,7,5,0,1,0,1,1,1,2,0,2,2,2,122
285,"Nattandiya",209,"Nattandiya",5,1,0,1,3,0,3,1,1,0,1,0,2,1,1,0,0,0,0,0,3,1,2,0,1,0,1,1,5,2,2,1,2,0,1,0,2,1,3,0,2,5,1,7,1,2,5,4,3,4,3,3,88
156,"NAULA",210,"Naula",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,3,0,0,21
261,"NAVITHANVELI",211,"Navithanve",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7
39,,,"Nawalapitiya",3,1,2,3,0,1,2,3,2,0,1,0,1,0,5,0,1,1,3,1,8,13,10,11,20,23,7,9,4,7,10,3,10,13,7,3,3,3,1,6,2,4,1,1,3,1,2,1,2,4,5,0,227
161,,,"Nawalbase(",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
87,"NELUWA",214,"Neluwa",0,1,0,0,0,0,0,0,0,0,1,4,0,1,2,0,3,0,5,0,3,1,1,3,1,1,3,2,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,1,46
