MOH_name,MOH_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Laggala+AC0-(pallegama),85,26.5047152972,26.4754971712,29.0732367742,26.6514513128,29.1600505066,28.6438894579,28.3542299954,29.8418195213,29.930184271,30.5654803468,31.0811217723,31.4996095664,31.9566851977,31.8965687685,31.1600452251,31.7952741942,31.3123390021,30.3274001581,29.4551959021,30.1621768435,29.5433655046,28.0366416203,27.5970154335,27.0364465027,26.9589408635,28.0718702523,27.45971684,27.5010222673,27.7460781556,28.0997944135,27.9361227351,28.392941483,28.6971438111,29.0609442781,30.7001847576,27.1849281969,26.8754250056,27.9446551391,29.8901627459,29.9356707489,28.9895155377,29.0428466989,29.511301351,30.012534006,30.2185495258,29.0908821391,29.2902349659,28.6113732885,26.3334159456,27.9414959422,27.2968305965,27.8224277493
Pothuvil,97,28.1857141767,29.1428574154,30.2428567069,29.2142854418,30.6571426392,29.9571426936,29.6428571428,31.4714287349,31.4714287349,31.2714282445,32.0142854963,32.7714287894,32.3999993461,33.6857147217,33.700000218,34.299999782,34.0142860413,33.5142860413,33.4857142312,33.9142856598,35.6571431841,34.6999994005,34.128571919,34.3428573608,35.1571431841,34.600000109,34.2714287894,33.600000109,34.7285717555,32.9857142312,33.0999998365,33.5857140677,33.5142854963,34.199999673,31.8571434021,34.2428575243,34.300000327,34.1142864227,33.8428579058,33.799999782,34.299999782,31.700000218,32.1571426391,31.6571429116,31.128571374,32.4714284624,31.4142856598,29.7571427482,29.3571431296,29.4571432386,28.4428569249,29.1571429116
Medadumbara,315,26.3999996185,26.3428573608,29.0142857688,26.5428573064,29.1142858778,28.5857140677,28.2285712106,29.7285714831,29.8285713196,30.5142860413,30.9857142312,31.4142856598,31.7999995095,31.7142859868,30.9428571974,31.5571430751,31.0571430751,30.0714285714,29.1999999455,29.899999891,29.2571427482,27.700000218,27.2285714831,26.6571431841,26.5571430751,27.7142857143,27.0571433476,27.100000109,27.3714288984,27.7142857143,27.5428573063,27.9857139588,28.3000000545,28.6428574153,30.399999891,26.8428570884,26.5,27.5428573063,29.5,29.5571430751,28.5714285714,28.6999999455,29.1428574153,29.8000000545,30.1285716466,28.9714287349,29.1428574153,28.4857145037,26.2000004905,27.8142858233,27.2285714831,27.7285714831
Dehiowita,71,29.6938558064,29.9386593433,32.4437328373,32.6774969713,34.0468657888,32.0619924341,31.334707066,32.5051574296,32.0056238826,32.8217699253,32.7414620094,32.6854865284,33.1278732891,33.0699276015,32.9436638562,33.195873369,33.1484421197,31.3951488333,32.0132798677,31.4203607056,31.3285112541,30.3606096852,30.232786616,29.9956798886,29.9199394825,30.0688654971,30.1793723783,30.1746375335,30.1434316261,30.0204965899,30.3535408183,29.5035784671,30.8367330481,31.0496790262,31.6698161822,29.7116061206,30.0052023057,30.019651019,31.6176689244,31.4843746468,30.8131611633,30.3015937773,31.2007787644,31.3011746414,31.7271607907,31.4101094521,31.3660525887,31.4192986777,30.7621430125,30.9312530268,31.8069444471,31.8417921903
Galgamuwa,107,27.6714286804,28.1428568704,30.1142858778,29.0857140677,29.9857142312,30.1000003815,30.299999782,31.299999782,31.0571425302,32.2714285169,33.2571432931,33.0428573063,34.6142861503,34.1571431841,34.1142856053,34.6142850603,34.9285708836,33.700000218,32.6142856053,32.9571424212,32.900000436,31.3857141222,31.4285714286,31.4714284624,31.599999564,32,32.4857145037,32.0714288439,31.8142850058,32.2142862592,32.7428567069,32.671428408,32.1285711016,33.3428568159,34.5285715376,30.6000003815,30.6285713741,32.0857146127,33.6428565979,33.7714282444,33.6142850603,32.1428576878,32.1142858778,32.5142857688,31.1857144492,30.6000003815,31.5999998365,29.8000000545,28.600000109,29.7714287894,28.7714285169,29.2714285169
Weligepola,304,22.4523415612,22.8691710568,25.0975840223,23.9329577665,25.9273478819,24.7233504993,24.7548855474,26.0006499115,26.4300045158,26.0143111645,26.7716127082,27.0937451028,27.5600295829,28.4683983896,26.9583149044,28.4065770947,27.481537479,26.7930746679,27.4685570948,27.793494292,27.76346929,25.8061677091,25.8834672237,24.830685366,25.8746889848,27.1215999831,25.5152069973,26.2966627394,26.1806622442,25.8473101269,26.5970260675,27.2476275186,27.3988431832,27.7482980373,26.8448123844,24.9957771544,25.1578030815,26.9066897517,28.125438763,27.649388208,27.0921430999,25.4513077703,26.5471514124,25.4369656949,25.3618465123,25.6076672747,25.62231655,24.1072476041,24.3400316306,23.0627780803,22.826723579,23.3475044835
Kolonna,197,28.077945357,28.8218627309,31.6267584258,31.175159316,32.8378044588,31.1191920354,30.3171024847,32.2503015698,31.7339467264,32.372873439,32.4083492039,32.2411344878,32.8627693659,32.614439791,32.4625202467,33.2731588881,32.5817236129,30.8202431776,31.1444125178,30.8139705906,30.4901224713,29.4238524167,29.2638514735,29.0187835578,29.3234033096,29.7851396233,29.3003294065,29.7891258885,29.5231630851,29.3432336002,30.1179317503,29.8791048524,30.8580476811,30.8340190456,31.2644726746,29.0100061013,28.8872103145,29.6357537232,31.6501291873,30.991812414,30.1321052939,29.6484075456,30.6737896217,30.6908930386,31.2167985416,30.8177245221,30.8998645029,30.2806108138,29.4836423423,29.5947255828,30.0847150107,30.1139405958
Kollonnawa,70,29.7142854418,29.6571429116,31.8714283535,32.399999346,33.5571428026,31.5428567614,30.7571424757,31.6428571429,31.3142855508,31.9142856598,31.8142855508,31.9857136863,32.2285717556,32.5142849513,32.1857139042,32.2571422032,32.5285709926,31.0428570339,31.8428576333,31.1571423667,31.1999996731,30.2714287894,30.1857144492,29.9142856598,29.8714286259,29.7428572518,30.199999673,30.0142860413,29.9285717011,29.6428571429,30.0571425302,29.1142853328,30.1857141767,30.4000001635,31.0285712651,29.5857140677,29.9142859323,29.6428565979,30.7571430206,31.0428570339,30.4857139587,29.8999996185,30.6142856053,30.7142857143,31.1142856053,30.8857141222,30.7571424757,31,30.6428574153,30.5285712651,31.5428575788,31.6428565979
Kamburupitiya,171,28.7571427482,29.9428566524,29.8142855508,30.7428569794,30.7714285169,30.728572028,30.2571427482,30.2571430206,30.328571592,32.3571425847,32.3285715921,31.1571426392,31.4714290074,31.5999998365,31.8999996185,31.8285707746,32.1428571428,30.7571427482,30.5285712651,29.6285713741,29.9428571973,29.2285714831,28.9857142312,28.8857143947,28.799999782,28.9000001635,28.7857142857,28.3857143947,28.699999673,28.6714286804,28.828571592,27.7571430206,28.7142857143,28.6999999455,28.9857139588,28.8428573608,28.5285715376,28.5428573064,29.6142861502,29.4142859323,29.4142856598,28.2285714831,29.1285716465,29.6428571429,30.299999782,30.5000002725,30.1428574153,29.9571426937,29.7571430206,29.2571427482,29.1857141767,28.9857145037
Poonakari,317,29.8139152537,28.1714647384,29.35723005,29.5857143403,29.8999199642,29.6855763936,29.5282300324,30.5284332101,31.0282663626,31.514147986,32.0283392956,32.0569041119,33.5422908249,33.2567006077,33.7137402145,33.0997754056,33.1999124807,33.6854458773,32.3568804619,32.1426776403,31.7999419258,31.9996442348,32.1566049502,31.885263626,32.0422103535,31.6422688637,32.7134864465,31.5566414439,30.8996293216,31.7421882287,31.9565832062,31.5137698779,29.9000001632,31.7136245019,33.1135955576,30.5861965052,29.885721116,30.8424213965,31.1709706455,31.7421449047,31.8707816734,31.5997893929,30.9140822099,31.3855542688,29.8858667097,29.3571498507,29.9286949518,29.1857069106,28.2571134116,28.9429438453,28.2287752053,28.343053
Yatiyantot,266,29.4244271097,30.3366402021,33.4600712409,33.1562332889,34.984881349,33.0096815388,32.2253486067,34.0365642172,33.2268831645,34.3996929261,34.2602891579,33.7885537277,34.6413990502,33.9293391132,34.1696636199,34.8119830315,34.1143623428,31.9605966118,32.0282648437,31.64638699,31.3314110297,30.2713517764,30.1006140431,29.8990027935,29.7737307682,30.4146693681,29.8889375435,30.3033769582,30.3163575747,30.4450056922,30.6728097602,30.0464638939,31.8271902413,32.0741145251,32.8240322856,29.7589078057,29.9400177554,30.5400940628,33.0952415835,32.1862510979,31.1441620226,30.8318717539,32.0423195721,32.2015350483,32.7994620507,32.2231220119,32.3131346969,32.0379452984,30.7632939022,31.6066876378,32.2314997549,32.1629095443
Kinniya,256,27.5714285714,27.0857143402,28.9857145037,28.1857144492,28.600000109,28.4142859323,29.1999999455,29.7142857143,29.7285717555,30.6285713741,30.3142858233,30.8714286259,31.9857139587,32.5571430751,33.1999999455,33.5857143402,34.2571427481,34.4285719735,33.799999782,34.6857147217,34.7571432931,33.9857139587,33.6142856053,34.0571430751,34.0428570338,34.200000218,34.1142856053,33.7285712106,33,33.8857138497,35.1714286804,33.7142854418,33.428571701,35.4428569249,31.9857145037,32.9571429661,32.8857143947,35.4428563799,37.1142861502,37.600000109,36.199999673,32.0571425302,34.9571424212,32.4857139588,30.3428570884,29.200000218,29.8857143947,28.3857143947,26.9571432386,29.0142857688,27.899999891,28.4714284624
Poojapitiya,319,26.3999996185,26.3428573608,29.0142857688,26.5428573064,29.1142858778,28.5857140677,28.2285712106,29.7285714831,29.8285713196,30.5142860413,30.9857142312,31.4142856598,31.7999995095,31.7142859868,30.9428571974,31.5571430751,31.0571430751,30.0714285714,29.1999999455,29.899999891,29.2571427482,27.700000218,27.2285714831,26.6571431841,26.5571430751,27.7142857143,27.0571433476,27.100000109,27.3714288984,27.7142857143,27.5428573063,27.9857139588,28.3000000545,28.6428574153,30.399999891,26.8428570884,26.5,27.5428573063,29.5,29.5571430751,28.5714285714,28.6999999455,29.1428574153,29.8000000545,30.1285716466,28.9714287349,29.1428574153,28.4857145037,26.2000004905,27.8142858233,27.2285714831,27.7285714831
Passara,252,22.8225414875,23.0440963066,25.0058138056,23.82523626,25.3785605461,25.0311865324,25.5209710885,26.2090699688,26.3847635349,26.9980978793,28.1727829676,28.0093801024,29.2064909152,29.4640800633,28.577919752,29.983560333,29.1396371183,28.2439016708,28.6382030535,28.9937181385,29.3816228252,28.0965276129,28.2366906465,27.5065488189,27.8069950214,28.6568115776,27.9757867683,27.6622000171,28.6321162258,28.2962753387,29.3041065417,29.1635762225,29.4531083717,30.0563648887,28.8946474339,26.4368851939,27.1967799313,29.3795477894,30.3571785979,30.2728406944,29.81569797,27.9477775706,28.1382609129,26.8363806456,26.4829984558,26.0974786732,26.2365753698,24.6853828735,23.7213602275,24.3253513156,22.4041855029,23.0934083586
Naula,156,27.4787329811,27.7146396153,29.9748140124,28.180815801,30.2489757183,29.947291854,29.7672051957,31.1233944003,31.1524617296,31.9482086902,32.5874778542,32.6544240646,33.2144844626,33.1177021066,32.6576703072,33.3054942376,32.9758944447,31.8109704195,31.0007215133,31.5866981481,31.109064547,29.6901108018,29.4737357885,28.9902699262,29.1507939228,29.8656536982,29.6078755248,29.7449694533,29.7544903255,30.0706420506,30.0402380232,30.2925802544,30.698168868,31.3543760634,32.8243964304,29.0653765972,28.7397619047,29.7505880598,31.7221741932,31.7532527693,30.956568608,30.7526657451,31.2630527641,31.4095720566,31.2493193633,30.1089264189,30.6297016595,29.7482310729,27.6733946786,29.0370152544,28.4135357493,28.9759626803
Biyagama,3,29.7142854418,29.6571429116,31.8714283535,32.399999346,33.5571428026,31.5428567614,30.7571424757,31.6428571429,31.3142855508,31.9142856598,31.8142855508,31.9857136863,32.2285717556,32.5142849513,32.1857139042,32.2571422032,32.5285709926,31.0428570339,31.8428576333,31.1571423667,31.1999996731,30.2714287894,30.1857144492,29.9142856598,29.8714286259,29.7428572518,30.199999673,30.0142860413,29.9285717011,29.6428571429,30.0571425302,29.1142853328,30.1857141767,30.4000001635,31.0285712651,29.5857140677,29.9142859323,29.6428565979,30.7571430206,31.0428570339,30.4857139587,29.8999996185,30.6142856053,30.7142857143,31.1142856053,30.8857141222,30.7571424757,31,30.6428574153,30.5285712651,31.5428575788,31.6428565979
Polpithigama,73,28.0050559909,28.495824964,30.5349463435,29.5112097293,30.7303314314,30.796265716,30.7496715147,31.8318692898,31.6857155848,32.9725293239,33.7938479044,33.4731880714,34.5320879141,34.1281318249,34.022417162,34.5369224811,34.6578008417,33.3276915257,32.3967028093,32.7347245216,32.5470321579,31.0037352228,31.0175814466,30.8767017783,31.1261524057,31.4874711832,31.8087895834,31.6846145642,31.4371413022,31.7501090314,32.1287894241,32.0090092595,31.9399992959,33.0817570734,34.5624178159,30.4259337942,30.2175812999,31.3894489092,33.159339048,33.2685699114,32.859997653,31.905933832,32.0562637128,32.504615285,31.698243266,30.8079128781,31.7692310435,30.2496716027,28.8224182852,29.9164839253,29.2307702723,29.7162649616
Thambuttegama,108,27.8077300613,28.1963084083,30.1998083079,29.2861574878,30.1621043165,30.2763903648,30.3454336606,31.5458769278,31.1907714259,32.3355704542,33.3587010928,33.0856184449,34.6517022676,34.2052495478,34.3093836983,34.7292059484,35.0007305821,33.7748323507,32.745241863,33.1094794266,33.0710451942,31.6102106223,31.6290146958,31.738686152,31.9020009368,32.2645851534,32.7021931915,32.3386864825,32.0174009621,32.4067116632,33.0101144984,32.8104024779,32.390483719,33.6341678402,34.6835808752,30.6748324122,30.7782356904,32.2861577779,33.81390156,34.0039424548,33.7799849502,32.3085572209,32.2960211373,32.5917904885,31.2952900611,30.6855228115,31.6935399769,29.8721596001,28.6694870675,29.9317834031,28.8703138825,29.3328978161
Ganewatta,72,28.6571431841,29.1857144492,31.3571431296,30.3428570884,32.1857139042,32.1571426392,31.628571919,32.8714283534,32.9142853873,34.3428573608,34.8428573608,34.3142858233,34.3714283534,34.0714280265,33.8428568159,34.3857143947,34.1285705566,32.600000109,31.9714290074,32.300000327,31.8571423122,30.2571430206,30.2142859867,29.7142859868,30.200000218,30.4857142312,30.4857142312,30.9285714286,30.699999673,30.8428570883,30.9285717011,30.7142859868,31.5714285714,32.571427754,34.6285716465,30.0857140677,29.4142856598,30.0285712651,32.2142857143,32.2857142857,31.3857143947,31.4428571973,31.9428571974,32.4857139587,32.700000218,31.2142857143,32.0999998365,31.1285716465,29.2571430206,30.199999673,30.1285711016,30.5857146127
Kotavehara,48,27.0111985725,27.7884304245,29.0887085676,28.0329808985,29.4758379664,28.8980419681,28.7908241432,30.3240695347,30.3376478014,30.4058170428,31.2640891734,31.7666409366,31.8127417058,32.7997359905,32.6544776945,33.4343886451,33.0230763257,32.4008723136,32.4503752782,32.8551849343,34.2959271894,33.3082325,32.9065325108,32.9239339268,33.5617028007,33.3100696909,32.9611309065,32.3100696261,33.4624032394,32.0590010236,32.3939327509,32.6725791915,32.7131708026,33.3920959755,31.3343820109,32.5218187564,32.7792402162,33.167205815,33.1944978711,33.1584292044,33.4309941432,31.0075112049,31.3526334435,30.665933196,30.1713072605,31.0592941618,30.294082993,28.6742801206,28.0570290115,28.404831517,27.0918245655,27.8027159856
Mundel,310,28.8000000545,28.7857142857,30.5285718101,30.2857142857,31.1000003814,31.0142860412,29.9999997275,31.4857142312,31.100000109,33.2142868042,32.9571429661,33.1285705566,32.8285718645,32.9428574698,32.8428573608,33.2428577968,33.5571430751,33.0857140677,32.4428574698,32.799999782,32.3857141222,30.9142859323,30.8714286259,31.0571425302,30.9428574698,31.4000004359,31.5571425302,31.1142856053,30.8571425847,31.328571592,31.0857146127,31.4285711561,31.0714285714,31.8999996185,32.9571429661,30.300000327,29.8999996185,30.6428571428,31.3714286259,31.7428572518,31.4714287349,31.2285712106,31.1857141767,32.0285712651,31.1857147217,30.100000109,30.5571428026,29.8428573608,29.1571429117,29.9571435111,29.6142856053,29.8571428571
Ragama,19,29.6167123818,29.677157891,31.8814358431,32.2974226605,33.5296222657,31.7304973239,30.7271200544,31.8254939844,31.5219412835,32.0894170392,32.0094319095,32.1158112428,32.2736054829,32.5643225428,32.1932196527,32.2696516727,32.5435822033,31.0378533129,31.8478613066,31.1471349724,31.1624715987,30.1363275596,30.095646899,29.8392294634,29.8213911776,29.7028272455,30.1949960475,30.0317991362,29.8685266676,29.5728046675,30.0746556729,29.1317985233,30.1957217141,30.4925695026,31.0736050402,29.5331746873,29.8567427832,29.6328492037,30.7871655373,31.0478608026,30.5632721349,30.0401046648,30.6167874896,30.756817605,31.2393793454,30.910732918,30.7746557138,31.0175131427,30.6403554833,30.4685263271,31.4878161709,31.5728042179
Galnewa,15,27.6714286804,28.1428568704,30.1142858778,29.0857140677,29.9857142312,30.1000003815,30.299999782,31.299999782,31.0571425302,32.2714285169,33.2571432931,33.0428573063,34.6142861503,34.1571431841,34.1142856053,34.6142850603,34.9285708836,33.700000218,32.6142856053,32.9571424212,32.900000436,31.3857141222,31.4285714286,31.4714284624,31.599999564,32,32.4857145037,32.0714288439,31.8142850058,32.2142862592,32.7428567069,32.671428408,32.1285711016,33.3428568159,34.5285715376,30.6000003815,30.6285713741,32.0857146127,33.6428565979,33.7714282444,33.6142850603,32.1428576878,32.1142858778,32.5142857688,31.1857144492,30.6000003815,31.5999998365,29.8000000545,28.600000109,29.7714287894,28.7714285169,29.2714285169
Elapatha,143,29.4285711561,30.3428562709,33.4714290074,33.1714281355,34.999999455,33.0142860413,32.2285717555,34.0428570339,33.2285714831,34.399999891,34.2571427481,33.7857142857,34.6428571429,33.928571701,34.1714286804,34.8142852783,34.1142856053,31.9571432386,32.02857181,31.6428568704,31.3285715921,30.2714285169,30.100000109,29.9000004359,29.7714285169,30.4142856598,29.8857143947,30.300000327,30.3142855508,30.4428569249,30.6714284079,30.0428570339,31.8285715921,32.0714285714,32.8142860957,29.7571427481,29.9428571973,30.5428567614,33.099999564,32.1857139043,31.1428574153,30.8285718645,32.0428567614,32.200000218,32.7999992371,32.2285706656,32.3142858233,32.0428567614,30.7714285169,31.6142850603,32.2428575243,32.171427863
Bambaradeniya,204,26.3999996185,26.3428573608,29.0142857688,26.5428573064,29.1142858778,28.5857140677,28.2285712106,29.7285714831,29.8285713196,30.5142860413,30.9857142312,31.4142856598,31.7999995095,31.7142859868,30.9428571974,31.5571430751,31.0571430751,30.0714285714,29.1999999455,29.899999891,29.2571427482,27.700000218,27.2285714831,26.6571431841,26.5571430751,27.7142857143,27.0571433476,27.100000109,27.3714288984,27.7142857143,27.5428573063,27.9857139588,28.3000000545,28.6428574153,30.399999891,26.8428570884,26.5,27.5428573063,29.5,29.5571430751,28.5714285714,28.6999999455,29.1428574153,29.8000000545,30.1285716466,28.9714287349,29.1428574153,28.4857145037,26.2000004905,27.8142858233,27.2285714831,27.7285714831
MC+AC0-Galle,162,28.7571427482,29.9428566524,29.8142855508,30.7428569794,30.7714285169,30.728572028,30.2571427482,30.2571430206,30.328571592,32.3571425847,32.3285715921,31.1571426392,31.4714290074,31.5999998365,31.8999996185,31.8285707746,32.1428571428,30.7571427482,30.5285712651,29.6285713741,29.9428571973,29.2285714831,28.9857142312,28.8857143947,28.799999782,28.9000001635,28.7857142857,28.3857143947,28.699999673,28.6714286804,28.828571592,27.7571430206,28.7142857143,28.6999999455,28.9857139588,28.8428573608,28.5285715376,28.5428573064,29.6142861502,29.4142859323,29.4142856598,28.2285714831,29.1285716465,29.6428571429,30.299999782,30.5000002725,30.1428574153,29.9571426937,29.7571430206,29.2571427482,29.1857141767,28.9857145037
Galaha,91,24.8076677389,24.9853657448,27.5078709988,25.1166318387,27.4675397058,26.7757252645,26.5216830482,27.8985354225,27.955576554,28.5009598191,29.1413585295,29.5928411327,30.0129219901,30.0360368882,29.31329442,29.9447636924,29.4218525724,28.5421026268,27.6907213128,28.2933483975,27.5617102004,25.8098219485,25.3011625071,24.6380891546,24.6927399249,25.9816223507,25.1641011062,25.1926383903,25.3867417401,25.7840127937,25.6354956423,26.1785891274,26.4957390859,26.8901466306,28.6816560047,24.9755901574,24.5267684563,25.6813181554,27.8876207811,27.7729294184,26.7012977778,26.8098218126,27.3958744652,27.8153128962,28.1725235521,27.1442564278,27.370099264,26.8103292132,24.6305797581,26.0816224051,25.8481685831,26.0331388806
Kuliyapitiya,247,28.8305632263,29.3888636766,31.5553373826,30.8532079276,32.6068773769,32.3156980415,31.2668669112,32.8070151976,32.7705947193,33.847371445,34.1789060937,33.7642961334,33.7173868462,33.6304455065,33.2829577442,33.6722143281,33.6033553611,32.0500105137,31.9367448477,31.8837919233,31.5548959583,29.9945354228,30.0260011157,29.6350081911,29.9869412307,30.1487837177,30.3767074393,30.6461444055,30.3135206435,30.2879127076,30.6610090343,30.1940254821,31.1106265317,32.0016190169,33.4691340855,29.8082418301,29.4737440302,29.8749706482,31.7683483144,31.8645510966,31.2271588033,31.185204385,31.4870099431,31.9555439777,32.3977535806,31.1498725584,31.6689270765,31.1186618866,29.7328096057,30.1950449821,30.5100953457,30.8136381453
Lahugala,98,28.1751007724,29.106468518,30.248921528,29.2233826806,30.6434968027,29.9480454548,29.6602935015,31.4638477195,31.4646058383,31.2600567357,32.0317218405,32.756266744,32.4591313043,33.6978443348,33.6924191736,34.3341143805,34.0286899533,33.4551540975,33.4546320794,33.8923007034,35.5373631456,34.5703640766,34.0618589743,34.2465784442,35.0820911339,34.5651274495,34.2592991184,33.6022744079,34.6800531727,33.0152801742,33.1811167222,33.6008761276,33.5423352882,34.256099199,31.957212812,34.1374814412,34.1931079916,34.1302065147,33.968702722,33.9000692498,34.3780842933,31.7614064027,32.2041449553,31.6753373603,31.1664764658,32.4418625195,31.4317219751,29.7692723613,29.3518363986,29.4510784031,28.439824536,29.1321255664
Bingiriya,199,28.9936016791,29.4747474371,31.5579237472,31.2445382987,32.73742157,32.2288445298,30.6803113898,32.4995766286,32.3213275555,33.2480876008,33.3066856614,33.111502576,32.9164869905,33.0740847002,32.6567651494,32.8985913165,33.0838727038,31.7068586555,31.996764808,31.6486431824,31.4147888944,29.9094635695,29.9994605596,29.8213462751,29.9567694366,30.052817603,30.4893494564,30.4581293546,30.0382685702,29.9408589101,30.4794071172,29.9166302599,30.6551034827,31.4284919443,32.2464011561,29.6294219577,29.6105504883,29.867805514,31.2610154136,31.4323053104,31.1181706425,30.9425974881,30.9877517496,31.4533311773,31.8791955365,30.8927176423,31.0436216094,30.8726718853,30.0888855438,30.1461525522,30.7152827148,30.8581626771
Ja ela,65,29.1571429116,29.7714285169,31.9285711561,31.8142860957,33.400000436,32.6142850603,30.5857143402,32.6857141767,32.5000005449,32.9142864772,32.9285719735,32.7285712106,32.4857145037,32.799999782,32.2285717555,32.3285713196,32.6142850603,31.0142857688,31.8714286259,31.100000109,30.9857142312,29.5000002725,29.6714284079,29.4857145037,29.5857146127,29.5142857688,30.1714289529,30.1142858777,29.5857143402,29.2428572518,30.1571426391,29.2142857143,30.2428572518,30.9285714286,31.2857142857,29.2857140132,29.5857143402,29.5857143402,30.928571701,31.0714285714,30.9285714286,30.6999999455,30.6285713741,30.9571429661,31.8285713196,31.0285715375,30.8571431296,31.100000109,30.6285713741,30.1857144492,31.2285709381,31.2428572518
Mahawewa,290,29.1571429116,29.7714285169,31.9285711561,31.8142860957,33.400000436,32.6142850603,30.5857143402,32.6857141767,32.5000005449,32.9142864772,32.9285719735,32.7285712106,32.4857145037,32.799999782,32.2285717555,32.3285713196,32.6142850603,31.0142857688,31.8714286259,31.100000109,30.9857142312,29.5000002725,29.6714284079,29.4857145037,29.5857146127,29.5142857688,30.1714289529,30.1142858777,29.5857143402,29.2428572518,30.1571426391,29.2142857143,30.2428572518,30.9285714286,31.2857142857,29.2857140132,29.5857143402,29.5857143402,30.928571701,31.0714285714,30.9285714286,30.6999999455,30.6285713741,30.9571429661,31.8285713196,31.0285715375,30.8571431296,31.100000109,30.6285713741,30.1857144492,31.2285709381,31.2428572518
Lunugala,188,23.2428569794,23.4428571974,25.3857143947,24.2428575243,25.6857141767,25.5,26.0571428026,26.6428571428,26.700000218,27.6285711016,28.8571428571,28.5428575788,29.9285714286,29.9571424212,29.300000327,30.6571429116,29.8428573608,28.8285713196,29.1285711016,29.4571429661,29.9285719735,28.8428570884,28.9857145037,28.3714288984,28.4428569249,29.1714286804,28.7571424757,28.171428408,29.400000436,29.0857140677,30.1285716466,29.7428572518,30.1428568704,30.8000000545,29.6571429116,27.0000002725,27.9000001635,30.1285716466,31.1142853328,31.100000109,30.6428574153,28.7857142857,28.7714285169,27.4857142312,27.100000109,26.5285715375,26.700000218,25.1999999455,23.8857143947,25.0285715376,22.7571427482,23.4571429661
Kotapola,137,29.1662821851,30.1865991226,32.0427906259,32.2227232222,33.3481367888,32.1213873056,31.458446334,32.5639934331,32.0957061198,33.6019714871,33.5037594566,32.7588805322,33.4039601698,33.0189308354,33.2841102645,33.6479360807,33.3441603966,31.4883711549,31.4426067321,30.855989851,30.7872516265,29.8640434628,29.6647118596,29.5037764471,29.3919464452,29.8227402621,29.4560067844,29.5521974616,29.6836756797,29.75086045,29.9515288443,29.1499582983,30.6119968559,30.7544027581,31.3186802586,29.3999833391,29.3903760601,29.7615704875,31.7383291705,31.1030742924,30.4676025383,29.8128992827,30.9044109719,31.2010695533,31.8233913415,31.5533163208,31.4660319872,31.2280866532,30.3752047409,30.6934833424,31.0486051315,30.9269504638
Musali,215,28.9715535304,28.2859771722,29.7170137713,29.6929564531,29.9628841896,29.7095705291,29.1493344766,30.6560305184,30.6550696301,31.5078770476,31.9544340864,31.8883909799,32.8101838369,32.7158887327,33.0392284072,33.0725141153,33.3979986977,33.3019444293,32.0874842809,32.1250997341,32.0351889278,31.4898980788,31.3117960572,31.2970665516,31.1559389242,30.9652563225,31.5426226896,31.0412341968,30.6138664562,30.8899601833,31.3787126467,30.9776942104,30.4951756861,31.1510392833,32.349429272,29.7776918613,30.1377882555,30.4962950429,30.9669586618,31.106254208,31.2295363335,31.4735169048,30.9319036262,31.3854197058,30.4586046438,29.6527602173,30.4815525895,29.3468132489,28.3450946771,29.371945137,28.7588588166,28.8937160987
Mawathagama,270,28.6502757619,29.1770649773,31.3500149208,30.3312954832,32.1763689989,32.1462764682,31.6182273221,32.8618661239,32.9048970163,34.3312088259,34.8311218954,34.305462492,34.3636047095,34.0642563561,33.8340334863,34.3771083877,34.119225653,32.5923068596,31.9629968573,32.2926982588,31.8492317411,30.2493628424,30.2052018672,29.7049845446,30.1889167236,30.4772820827,30.4752827088,30.9169228937,30.6898724037,30.8333383228,30.9182705707,30.7059842304,31.561475159,32.5594749693,34.6157060992,30.075847585,29.4054188645,30.0210084111,32.2060274244,32.2774125318,31.3771518517,31.4345119777,31.93433812,32.4775425994,32.6921765749,31.2074617594,32.0910026483,31.12053068,29.2478415793,30.1927410722,30.119747772,30.5770216751
Rambukkana,208,28.6571431841,29.1857144492,31.3571431296,30.3428570884,32.1857139042,32.1571426392,31.628571919,32.8714283534,32.9142853873,34.3428573608,34.8428573608,34.3142858233,34.3714283534,34.0714280265,33.8428568159,34.3857143947,34.1285705566,32.600000109,31.9714290074,32.300000327,31.8571423122,30.2571430206,30.2142859867,29.7142859868,30.200000218,30.4857142312,30.4857142312,30.9285714286,30.699999673,30.8428570883,30.9285717011,30.7142859868,31.5714285714,32.571427754,34.6285716465,30.0857140677,29.4142856598,30.0285712651,32.2142857143,32.2857142857,31.3857143947,31.4428571973,31.9428571974,32.4857139587,32.700000218,31.2142857143,32.0999998365,31.1285716465,29.2571430206,30.199999673,30.1285711016,30.5857146127
